,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language,time_delta_s
6822,Ermanno,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:05.552000,python,6.425925925925925e-05
6823,Ermengol,7.0,9.300876992978635e-07,0.5833333333333334,21 days 22:51:17.527000,python,21.95228619212963
6824,Ermyas,22.0,2.9231327692218568e-06,1.8333333333333333,41 days 04:08:29.978000,python,41.172569189814816
6825,Ernan,13.0,1.7273057272674607e-06,1.0833333333333333,88 days 01:57:27.598000,python,88.0815694212963
6826,Ernestas,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:18.591000,python,0.0009096180555555555
6827,Ernestina,3.0,3.9860901398479863e-07,0.25,19 days 15:55:06.163000,python,19.663265775462964
6828,Ernesto,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:06:50.766000,python,0.004754236111111111
6829,Erno,3.0,3.9860901398479863e-07,0.25,103 days 03:31:39.712000,python,103.14698740740741
6830,Ernst,52.0,6.909222909069843e-06,4.333333333333333,139 days 17:19:40.407000,python,139.7219954513889
6831,Ero,3.0,3.9860901398479863e-07,0.25,101 days 20:33:42.687000,python,101.8567440625
6832,Eron,4.0,5.314786853130648e-07,0.3333333333333333,148 days 21:07:31.989000,python,148.88023135416665
6833,Erradi,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:55.885000,python,0.0013412615740740741
6836,Erron,8.0,1.0629573706261297e-06,0.6666666666666666,45 days 08:49:16.648000,python,45.3675537962963
6837,Erundino,69.0,9.168007321650369e-06,5.75,115 days 01:14:56.424000,python,115.05204194444444
6838,Erwan,3.0,3.9860901398479863e-07,0.25,0 days 00:00:13.316000,python,0.00015412037037037038
6839,Erwin,32.0,4.251829482504519e-06,2.6666666666666665,85 days 21:42:45.054000,python,85.904688125
6840,Eryk,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:04:21.423000,python,0.0030257291666666666
6841,Erykah,68.0,9.035137650322102e-06,5.666666666666667,4 days 23:56:11.578000,python,4.997356226851852
6842,Erys,15.0,1.9930450699239932e-06,1.25,45 days 15:24:51.771000,python,45.64226586805555
6847,Esaias,3.0,3.9860901398479863e-07,0.25,0 days 00:01:03.962000,python,0.0007403009259259259
6850,Escanor,2.0,2.657393426565324e-07,0.16666666666666666,215 days 02:41:12.057000,python,215.11194510416667
6851,Escarlett,43.0,5.713395867115447e-06,3.5833333333333335,161 days 19:41:27.083000,python,161.82045234953705
6852,Escher,26.0,3.4546114545349214e-06,2.1666666666666665,109 days 03:01:15.871000,python,109.12587813657407
6853,Esdras,26.0,3.4546114545349214e-06,2.1666666666666665,253 days 02:41:37.434000,python,253.11223881944446
6854,Eshaan,13.0,1.7273057272674607e-06,1.0833333333333333,14 days 01:04:20.953000,python,14.044686956018518
6856,Eshan,3.0,3.9860901398479863e-07,0.25,0 days 00:01:31.895000,python,0.001063599537037037
6857,Eshana,7.0,9.300876992978635e-07,0.5833333333333334,113 days 16:21:40.114000,python,113.68171428240741
6858,Eshe,87.0,1.155966140555916e-05,7.25,147 days 05:13:51.446000,python,147.21795655092592
6859,Esiah,6.0,7.972180279695973e-07,0.5,0 days 00:29:54.857000,python,0.02077380787037037
6860,Esley,5.0,6.643483566413311e-07,0.4166666666666667,85 days 01:05:38.270000,python,85.0455818287037
6861,Esli,7.0,9.300876992978635e-07,0.5833333333333334,57 days 20:09:41.627000,python,57.840065127314816
6862,Eslie,3.0,3.9860901398479863e-07,0.25,68 days 22:22:11.394000,python,68.93207631944445
6863,Esly,10.0,1.3286967132826622e-06,0.8333333333333334,242 days 07:34:10.831000,python,242.31540313657408
6865,Esmae,2.0,2.657393426565324e-07,0.16666666666666666,0 days 03:29:03.338000,python,0.14517752314814814
6866,Esmael,69.0,9.168007321650369e-06,5.75,120 days 15:56:26.979000,python,120.66420114583333
6868,Esmay,5.0,6.643483566413311e-07,0.4166666666666667,0 days 01:41:07.710000,python,0.070228125
6869,Esme,978.0,0.00012994653855904437,81.5,210 days 19:17:40.850000,python,210.80394502314815
6870,Esmee,102.0,1.3552706475483154e-05,8.5,138 days 13:43:08.858000,python,138.57163030092593
6871,Esmerae,9.0,1.1958270419543959e-06,0.75,168 days 04:53:20.847000,python,168.20371350694444
6872,Esmeralda,22.0,2.9231327692218568e-06,1.8333333333333333,0 days 00:12:27.742000,python,0.008654421296296295
6873,Esmeraldo,37.0,4.91617783914585e-06,3.0833333333333335,10 days 16:11:21.238000,python,10.67455136574074
6874,Esmeray,3.0,3.9860901398479863e-07,0.25,0 days 00:11:57.875000,python,0.008308738425925926
6875,Esmie,21.0,2.7902630978935906e-06,1.75,0 days 00:06:47.147000,python,0.0047123495370370375
6876,Espartaco,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:02:40.424000,python,0.0018567592592592592
6879,Espiridion,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:06.440000,python,0.0007689814814814815
6880,Espn,57.0,7.573571265711174e-06,4.75,149 days 10:30:30.007000,python,149.43784730324074
6882,Esrom,62.0,8.237919622352506e-06,5.166666666666667,97 days 21:51:41.693000,python,97.91089922453703
6883,Essa,145.0,1.92661023425986e-05,12.083333333333334,189 days 06:08:47.151000,python,189.25610128472223
6884,Essaid,48.0,6.377744223756778e-06,4.0,6 days 13:23:36.229000,python,6.558058206018519
6885,Essam,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:02:33.197000,python,0.001773113425925926
6886,Essence,12.0,1.5944360559391945e-06,1.0,204 days 13:35:09.544000,python,204.5660826851852
6890,Estanislau,34.0,4.517568825161051e-06,2.8333333333333335,24 days 13:51:02.967000,python,24.57711767361111
6892,Estefan,6.0,7.972180279695973e-07,0.5,58 days 02:15:19.554000,python,58.093976319444444
6893,Estefani,27.0,3.587481125863188e-06,2.25,28 days 16:58:29.310000,python,28.707283680555555
6894,Estefania,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:03:53.504000,python,0.002702592592592593
6895,Estefano,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:30.138000,python,0.00034881944444444446
6896,Estela,93.0,1.2356879433528758e-05,7.75,66 days 11:51:21.084000,python,66.49399402777777
6897,Esten,66.0,8.76939830766557e-06,5.5,0 days 03:33:34.088000,python,0.1483112037037037
6898,Estephania,72.0,9.566616335635167e-06,6.0,117 days 10:48:42.920000,python,117.45049675925927
6900,Ester,61.0,8.10504995102424e-06,5.083333333333333,255 days 11:22:49.890000,python,255.47418854166668
6901,Estes,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:10:42.305000,python,0.007434085648148148
6902,Estevan,41.0,5.447656524458915e-06,3.4166666666666665,177 days 05:15:53.651000,python,177.21937096064815
6903,Esteve,20.0,2.6573934265653244e-06,1.6666666666666667,105 days 09:08:39.646000,python,105.3810144212963
6904,Esteven,45.0,5.97913520977198e-06,3.75,56 days 12:46:55.195000,python,56.53258327546296
6905,Esthela,5.0,6.643483566413311e-07,0.4166666666666667,4 days 22:15:07.184000,python,4.927166481481481
6907,Esti,14.0,1.860175398595727e-06,1.1666666666666667,18 days 08:09:02.991000,python,18.339617951388888
6908,Estibaliz,4.0,5.314786853130648e-07,0.3333333333333333,200 days 18:50:37.093000,python,200.78515153935186
6910,Estiven,6.0,7.972180279695973e-07,0.5,220 days 21:05:23.562000,python,220.87874493055557
6913,Etan,6.0,7.972180279695973e-07,0.5,0 days 00:04:58.540000,python,0.003455324074074074
6916,Eterio,13.0,1.7273057272674607e-06,1.0833333333333333,0 days 00:17:00.020000,python,0.011805787037037037
6917,Eternity,36.0,4.783308167817583e-06,3.0,15 days 11:47:53.961000,python,15.491596770833333
6919,Ethaniel,9.0,1.1958270419543959e-06,0.75,0 days 14:49:19.209000,python,0.6175834375
6920,Ethel,5.0,6.643483566413311e-07,0.4166666666666667,242 days 23:00:29.687000,python,242.95867693287036
6922,Etienne,15.0,1.9930450699239932e-06,1.25,22 days 16:39:13.078000,python,22.69390136574074
6924,Etta,121.0,1.6077230230720212e-05,10.083333333333334,28 days 05:30:39.752000,python,28.229626759259258
6925,Ettie,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:18.021000,python,0.0002085763888888889
6926,Ettore,6.0,7.972180279695973e-07,0.5,18 days 21:49:28.719000,python,18.909360173611113
6927,Etty,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:46:05.318000,python,0.03200599537037037
6928,Etziel,144.0,1.9133232671270334e-05,12.0,98 days 15:56:17.984000,python,98.66409703703704
6929,Euan,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:01:16.613000,python,0.000886724537037037
6930,Euclides,152.0,2.0196190041896466e-05,12.666666666666666,19 days 22:50:04.542000,python,19.951441458333335
6931,Eudaldo,178.0,2.3650801496431387e-05,14.833333333333334,15 days 02:42:39.773000,python,15.112960335648149
6933,Eudoxio,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.208000,python,0.00016444444444444444
6934,Eufemiano,23.0,3.056002440550123e-06,1.9166666666666667,0 days 00:49:14.054000,python,0.034190439814814816
6936,Eugen,23.0,3.056002440550123e-06,1.9166666666666667,36 days 17:44:50.628000,python,36.73947486111111
6937,Eugene,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:11.053000,python,0.00012792824074074074
6938,Eugeni,6.0,7.972180279695973e-07,0.5,0 days 00:01:42.613000,python,0.001187650462962963
6941,Eugeny,2.0,2.657393426565324e-07,0.16666666666666666,37 days 13:37:11.925000,python,37.567499131944444
6942,Eukeni,32.0,4.251829482504519e-06,2.6666666666666665,46 days 17:39:00.544000,python,46.735422962962964
6943,Eula,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:05:09.548000,python,0.0035827314814814814
6944,Eulalie,2.0,2.657393426565324e-07,0.16666666666666666,28 days 16:53:50.032000,python,28.704051296296296
6945,Eulalio,32.0,4.251829482504519e-06,2.6666666666666665,269 days 12:26:47.655000,python,269.51860711805557
6946,Eulises,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:08:15.189000,python,0.005731354166666667
6948,Eunice,92.0,1.2224009762200492e-05,7.666666666666667,27 days 07:23:53.302000,python,27.308255810185184
6950,Euquerio,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 01:03:53.469000,python,0.044368854166666666
6951,Euri,172.0,2.2853583468461788e-05,14.333333333333334,148 days 17:59:22.324000,python,148.7495639351852
6952,Euriah,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:16:07.354000,python,0.011196226851851851
6953,Eurydice,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:02:35.058000,python,0.0017946527777777778
6954,Eusebi,44.0,5.8462655384437135e-06,3.6666666666666665,89 days 13:41:20.375000,python,89.57037471064815
6955,Eusebio,348.0,4.623864562223664e-05,29.0,30 days 13:55:55.484000,python,30.580503287037036
6956,Eusebiu,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:17.116000,python,0.00019810185185185184
6957,Eustaquio,16.0,2.1259147412522594e-06,1.3333333333333333,140 days 08:37:32.547000,python,140.35940447916667
6958,Eustasio,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:14.367000,python,0.0036385069444444446
6959,Eusterio,27.0,3.587481125863188e-06,2.25,1 days 00:32:17.247000,python,1.0224218402777778
6961,Eutilio,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:03:36.359000,python,0.0025041550925925925
6962,Eutiquiano,29.0,3.85322046851972e-06,2.4166666666666665,245 days 09:49:46.608000,python,245.40956722222222
6964,Eutropio,184.0,2.4448019524400983e-05,15.333333333333334,0 days 02:15:16.981000,python,0.09394653935185185
6965,Eva,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:15.458000,python,0.0036511342592592594
6966,Evaan,9.0,1.1958270419543959e-06,0.75,0 days 09:27:31.581000,python,0.39411552083333334
6967,Evah,65.0,8.636528636337304e-06,5.416666666666667,8 days 16:04:15.417000,python,8.669622881944445
6968,Evaldas,59.0,7.839310608367706e-06,4.916666666666667,223 days 20:40:56.924000,python,223.8617699537037
6969,Evalee,25.0,3.3217417832066552e-06,2.0833333333333335,0 days 23:41:16.110000,python,0.9869920138888889
6970,Evaleen,41.0,5.447656524458915e-06,3.4166666666666665,77 days 23:15:39.168000,python,77.96920333333334
6971,Evaleigh,10.0,1.3286967132826622e-06,0.8333333333333334,143 days 08:09:35.083000,python,143.33998938657408
6972,Evalena,24.0,3.188872111878389e-06,2.0,2 days 16:30:40.896000,python,2.6879733333333333
6973,Evalia,14.0,1.860175398595727e-06,1.1666666666666667,17 days 19:31:32.661000,python,17.813572465277776
6974,Evaline,2.0,2.657393426565324e-07,0.16666666666666666,44 days 08:05:55.297000,python,44.33744556712963
6977,Evaly,3.0,3.9860901398479863e-07,0.25,0 days 00:00:22.094000,python,0.0002557175925925926
6978,Evalyn,5.0,6.643483566413311e-07,0.4166666666666667,0 days 01:11:21.770000,python,0.049557523148148146
6979,Evalyse,36.0,4.783308167817583e-06,3.0,9 days 23:34:20.256000,python,9.982178888888889
6980,Evamarie,22.0,2.9231327692218568e-06,1.8333333333333333,129 days 14:00:08.617000,python,129.58343306712962
6981,Evan,4.0,5.314786853130648e-07,0.3333333333333333,141 days 02:11:09.936000,python,141.09108722222223
6982,Evandro,11.0,1.4615663846109284e-06,0.9166666666666666,64 days 21:37:31.476000,python,64.90105875
6983,Evangaline,28.0,3.720350797191454e-06,2.3333333333333335,0 days 17:26:30.972000,python,0.7267473611111112
6984,Evangeleen,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 00:07:51.420000,python,0.00545625
6985,Evangelin,4.0,5.314786853130648e-07,0.3333333333333333,119 days 18:17:29.435000,python,119.76214623842593
6986,Evangelina,137.0,1.820314497197247e-05,11.416666666666666,152 days 03:14:01.684000,python,152.13474171296295
6988,Evangelynn,12.0,1.5944360559391945e-06,1.0,61 days 01:43:41.292000,python,61.07200569444444
6989,Evani,40.0,5.314786853130649e-06,3.3333333333333335,41 days 04:02:40.599000,python,41.16852545138889
6990,Evann,6.0,7.972180279695973e-07,0.5,73 days 01:56:10.561000,python,73.08067778935185
6991,Evanna,24.0,3.188872111878389e-06,2.0,0 days 00:56:43.819000,python,0.03939605324074074
6992,Evanny,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:38.975000,python,0.000451099537037037
6993,Evanora,12.0,1.5944360559391945e-06,1.0,11 days 06:21:32.269000,python,11.26495681712963
6995,Evanshi,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:21:18.321000,python,0.014795381944444444
6996,Evany,2.0,2.657393426565324e-07,0.16666666666666666,10 days 20:09:52.042000,python,10.840185671296297
6997,Evarist,15.0,1.9930450699239932e-06,1.25,0 days 14:06:52.427000,python,0.5881067939814815
7000,Evedasto,13.0,1.7273057272674607e-06,1.0833333333333333,84 days 18:11:26.952000,python,84.75795083333334
7001,Evee,207.0,2.7504021964951108e-05,17.25,228 days 00:35:23.864000,python,228.02458175925926
7002,Eveleen,38.0,5.0490475104741166e-06,3.1666666666666665,74 days 11:29:51.894000,python,74.47907284722223
7003,Eveleigh,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:05:20.020000,python,0.003703935185185185
7004,Evelette,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:00:30.155000,python,0.0003490162037037037
7005,Eveliina,3.0,3.9860901398479863e-07,0.25,0 days 00:04:47.026000,python,0.0033220601851851853
7006,Evelina,21.0,2.7902630978935906e-06,1.75,207 days 17:20:31.190000,python,207.7225832175926
7007,Eveline,14.0,1.860175398595727e-06,1.1666666666666667,12 days 18:43:01.662000,python,12.779880347222223
7008,Evelio,2.0,2.657393426565324e-07,0.16666666666666666,1 days 08:53:18.653000,python,1.3703547800925926
7009,Evelisse,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:31.558000,python,0.001059699074074074
7010,Evely,5.0,6.643483566413311e-07,0.4166666666666667,1 days 16:16:53.389000,python,1.6783957060185186
7011,Evelyn,25.0,3.3217417832066552e-06,2.0833333333333335,16 days 00:00:42.709000,python,16.00049431712963
7014,Evelynrose,75.0,9.965225349619967e-06,6.25,31 days 21:26:29.283000,python,31.893394479166666
7015,Even,9.0,1.1958270419543959e-06,0.75,5 days 12:29:33.266000,python,5.520523912037037
7016,Evencio,18.0,2.3916540839087917e-06,1.5,14 days 21:10:35.209000,python,14.88235195601852
7017,Eveny,3.0,3.9860901398479863e-07,0.25,10 days 00:27:36.822000,python,10.019176180555556
7018,Ever,15.0,1.9930450699239932e-06,1.25,56 days 10:42:47.933000,python,56.446388113425925
7019,Everardo,9.0,1.1958270419543959e-06,0.75,1 days 10:23:10.937000,python,1.432765474537037
7020,Everette,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:57.239000,python,0.004134710648148148
7021,Evergreen,892.0,0.00011851974682481347,74.33333333333333,30 days 08:01:07.557000,python,30.334115243055557
7022,Everhett,6.0,7.972180279695973e-07,0.5,6 days 01:38:56.476000,python,6.068709212962963
7023,Everitt,10.0,1.3286967132826622e-06,0.8333333333333334,2 days 17:23:59.676000,python,2.72499625
7024,Everlea,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:02:08.135000,python,0.0014830439814814815
7025,Everlee,3.0,3.9860901398479863e-07,0.25,0 days 00:07:41.727000,python,0.0053440625
7026,Everlei,27.0,3.587481125863188e-06,2.25,14 days 20:17:27.847000,python,14.84546119212963
7028,Everlie,43.0,5.713395867115447e-06,3.5833333333333335,84 days 21:47:58.377000,python,84.90831454861112
7029,Everliegh,26.0,3.4546114545349214e-06,2.1666666666666665,0 days 21:35:34.594000,python,0.8997059490740741
7030,Everlyn,19.0,2.5245237552370583e-06,1.5833333333333333,29 days 14:00:32.039000,python,29.583704155092594
7031,Everlynn,55.0,7.307831923054642e-06,4.583333333333333,38 days 00:39:22.424000,python,38.02734287037037
7032,Everlyrose,6.0,7.972180279695973e-07,0.5,21 days 08:04:20.417000,python,21.336347418981482
7033,Evermore,311.0,4.1322467783090795e-05,25.916666666666668,46 days 04:28:53.453000,python,46.18672978009259
7034,Everrett,3.0,3.9860901398479863e-07,0.25,0 days 00:24:34.822000,python,0.017069699074074074
7035,Everson,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:10:02.762000,python,0.006976412037037037
7036,Evert,112.0,1.4881403188765817e-05,9.333333333333334,78 days 06:05:19.531000,python,78.25369827546297
7037,Everton,17.0,2.2587844125805255e-06,1.4166666666666667,134 days 05:31:07.442000,python,134.22994724537037
7038,Evette,26.0,3.4546114545349214e-06,2.1666666666666665,0 days 00:33:28.136000,python,0.023242314814814816
7039,Evey,16.0,2.1259147412522594e-06,1.3333333333333333,163 days 11:19:53.869000,python,163.47215126157408
7040,Evgeniy,61.0,8.10504995102424e-06,5.083333333333333,16 days 05:29:51.313000,python,16.229066122685186
7041,Evgueni,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:58:53.860000,python,0.04090115740740741
7042,Evi,49.0,6.510613895085045e-06,4.083333333333333,60 days 15:33:15.398000,python,60.64809488425926
7043,Evia,17.0,2.2587844125805255e-06,1.4166666666666667,0 days 00:21:52.115000,python,0.015186516203703704
7044,Evian,3.0,3.9860901398479863e-07,0.25,0 days 00:13:09.448000,python,0.00913712962962963
7045,Eviana,2.0,2.657393426565324e-07,0.16666666666666666,82 days 22:25:37.449000,python,82.93446121527778
7046,Evianna,3.0,3.9860901398479863e-07,0.25,0 days 00:07:16.596000,python,0.005053194444444444
7047,Evin,218.0,2.8965588349562034e-05,18.166666666666668,93 days 04:24:47.969000,python,93.18388853009259
7049,Evolet,40.0,5.314786853130649e-06,3.3333333333333335,133 days 20:04:07.193000,python,133.83619436342593
7050,Evolett,335.0,4.451133989496918e-05,27.916666666666668,232 days 12:20:19.821000,python,232.51411829861112
7051,Evon,645.0,8.57009380067317e-05,53.75,30 days 04:43:40.058000,python,30.196991412037036
7052,Evoni,12.0,1.5944360559391945e-06,1.0,3 days 20:29:39.351000,python,3.853927673611111
7053,Evonne,15.0,1.9930450699239932e-06,1.25,0 days 00:42:08.752000,python,0.029267962962962964
7055,Evren,106.0,1.4084185160796219e-05,8.833333333333334,73 days 10:45:59.249000,python,73.44860241898148
7056,Evrett,123.0,1.6342969573376746e-05,10.25,74 days 23:15:03.702000,python,74.96879284722222
7057,Evva,12.0,1.5944360559391945e-06,1.0,213 days 00:54:31.320000,python,213.0378625
7058,Evvy,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:03:19.953000,python,0.0023142708333333335
7060,Evyanna,9.0,1.1958270419543959e-06,0.75,0 days 00:04:18.664000,python,0.0029937962962962965
7061,Evyn,11.0,1.4615663846109284e-06,0.9166666666666666,8 days 15:11:00.450000,python,8.632644097222222
7062,Evynn,48.0,6.377744223756778e-06,4.0,150 days 22:47:33.743000,python,150.94969609953705
7063,Ewan,5.0,6.643483566413311e-07,0.4166666666666667,143 days 08:14:51.514000,python,143.34365178240742
7064,Ewaoluwa,5.0,6.643483566413311e-07,0.4166666666666667,107 days 23:40:14.195000,python,107.9862754050926
7065,Ewen,17.0,2.2587844125805255e-06,1.4166666666666667,247 days 07:31:58.669000,python,247.3138734837963
7066,Exander,6.0,7.972180279695973e-07,0.5,0 days 00:01:55.270000,python,0.0013341435185185186
7067,Exavier,12.0,1.5944360559391945e-06,1.0,0 days 00:39:06.147000,python,0.027154479166666665
7068,Exequiel,87.0,1.155966140555916e-05,7.25,106 days 02:20:42.599000,python,106.0977152662037
7069,Exiquio,44.0,5.8462655384437135e-06,3.6666666666666665,3 days 16:45:17.017000,python,3.6981136226851854
7070,Exton,2.0,2.657393426565324e-07,0.16666666666666666,16 days 14:29:26.471000,python,16.603778599537037
7071,Exuperio,12.0,1.5944360559391945e-06,1.0,6 days 09:23:29.099000,python,6.391309016203704
7072,Eyad,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:13.412000,python,0.0008496759259259259
7073,Eyal,10.0,1.3286967132826622e-06,0.8333333333333334,115 days 00:12:05.733000,python,115.0083996875
7074,Eyana,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:02:41.724000,python,0.0018718055555555556
7075,Eyanna,19.0,2.5245237552370583e-06,1.5833333333333333,53 days 09:31:31.750000,python,53.39689525462963
7076,Eyas,14.0,1.860175398595727e-06,1.1666666666666667,131 days 21:44:01.510000,python,131.9055730324074
7078,Eyder,3.0,3.9860901398479863e-07,0.25,0 days 00:46:04.704000,python,0.03199888888888889
7080,Eylin,13.0,1.7273057272674607e-06,1.0833333333333333,0 days 00:13:17.144000,python,0.009226203703703703
7081,Eymen,12.0,1.5944360559391945e-06,1.0,0 days 00:07:29.960000,python,0.0052078703703703705
7082,Eythan,63.0,8.370789293680771e-06,5.25,0 days 00:53:03.284000,python,0.036843564814814815
7084,Ezaan,11.0,1.4615663846109284e-06,0.9166666666666666,101 days 18:11:24.643000,python,101.7579241087963
7085,Ezaiah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.594000,python,8.789351851851852e-05
7087,Ezana,5.0,6.643483566413311e-07,0.4166666666666667,78 days 22:15:36.768000,python,78.9275088888889
7088,Ezarah,4.0,5.314786853130648e-07,0.3333333333333333,221 days 20:26:33.853000,python,221.85178070601853
7089,Ezariah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:03.629000,python,4.200231481481482e-05
7090,Ezekeil,780.0,0.00010363834363604765,65.0,91 days 19:14:26.810000,python,91.80169918981481
7091,Ezekial,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:03:53.323000,python,0.002700497685185185
7092,Ezekias,51.0,6.776353237741577e-06,4.25,0 days 01:22:37.405000,python,0.05737737268518518
7093,Ezekiel,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:23:52.144000,python,0.01657574074074074
7095,Ezel,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:08.348000,python,9.662037037037037e-05
7096,Ezequiel,14.0,1.860175398595727e-06,1.1666666666666667,8 days 22:45:06.405000,python,8.94799079861111
7097,Ezhaan,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:03:05.990000,python,0.002152662037037037
7098,Eziah,65.0,8.636528636337304e-06,5.416666666666667,28 days 20:48:15.684000,python,28.866848194444444
7100,Eziel,2.0,2.657393426565324e-07,0.16666666666666666,10 days 05:39:51.849000,python,10.236016770833333
7101,Ezikiel,8.0,1.0629573706261297e-06,0.6666666666666666,11 days 15:29:25.072000,python,11.645429074074075
7102,Ezio,248.0,3.2951678489410024e-05,20.666666666666668,158 days 08:10:23.286000,python,158.34054729166667
7103,Ezlynn,3.0,3.9860901398479863e-07,0.25,0 days 00:02:29.940000,python,0.0017354166666666666
7104,Ezmae,63.0,8.370789293680771e-06,5.25,14 days 16:50:56.634000,python,14.702044375
7105,Ezmariah,13.0,1.7273057272674607e-06,1.0833333333333333,31 days 20:53:53.573000,python,31.87075894675926
7107,Ezme,2.0,2.657393426565324e-07,0.16666666666666666,153 days 18:52:48.753000,python,153.78667538194443
7108,Ezmia,91.0,1.2091140090872225e-05,7.583333333333333,4 days 08:16:58.910000,python,4.345126273148148
7109,Ezrael,13.0,1.7273057272674607e-06,1.0833333333333333,19 days 23:31:41.895000,python,19.980346006944444
7110,Ezrah,427.0,5.673534965716967e-05,35.583333333333336,27 days 18:23:41.350000,python,27.766450810185184
7111,Ezrajames,10.0,1.3286967132826622e-06,0.8333333333333334,174 days 04:05:37.732000,python,174.17057560185185
7112,Ezreal,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 00:15:37.582000,python,0.01085164351851852
7114,Ezria,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:51.365000,python,0.004066724537037037
7115,Ezriah,95.0,1.262261877618529e-05,7.916666666666667,82 days 03:13:39.201000,python,82.13448149305556
7116,Ezrial,12.0,1.5944360559391945e-06,1.0,0 days 00:10:40.520000,python,0.007413425925925926
7118,Ezrin,4.0,5.314786853130648e-07,0.3333333333333333,0 days 01:56:36.386000,python,0.08097668981481482
7119,Eztli,120.0,1.5944360559391946e-05,10.0,29 days 13:10:52.010000,python,29.549213078703705
7120,Ezykiel,6.0,7.972180279695973e-07,0.5,0 days 00:07:31.825000,python,0.005229456018518519
7121,Ezzah,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:01:13.161000,python,0.0008467708333333334
7122,Faaiz,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:07:30.155000,python,0.005210127314814815
7123,Fabian,12.0,1.5944360559391945e-06,1.0,12 days 03:27:52.453000,python,12.144357094907408
7124,Fabiana,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.783000,python,0.00017109953703703704
7126,Fabiano,14.0,1.860175398595727e-06,1.1666666666666667,8 days 03:39:04.589000,python,8.15213644675926
7127,Fabien,11.0,1.4615663846109284e-06,0.9166666666666666,58 days 06:57:40.023000,python,58.2900465625
7129,Fabio,97.0,1.2888358118841823e-05,8.083333333333334,96 days 18:12:26.525000,python,96.75864033564815
7131,Fabion,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:39:13.546000,python,0.027240115740740742
7133,Fabricio,3.0,3.9860901398479863e-07,0.25,90 days 12:53:18.739000,python,90.53702244212963
7134,Fabrizio,32.0,4.251829482504519e-06,2.6666666666666665,80 days 15:06:54.810000,python,80.62980104166667
7135,Fadel,13.0,1.7273057272674607e-06,1.0833333333333333,9 days 17:22:18.509000,python,9.723825335648149
7136,Fadil,11.0,1.4615663846109284e-06,0.9166666666666666,0 days 00:12:51.468000,python,0.008929027777777777
7137,Fady,180.0,2.391654083908792e-05,15.0,148 days 01:25:14.786000,python,148.05919891203703
7138,Faelan,34.0,4.517568825161051e-06,2.8333333333333335,56 days 16:52:20.350000,python,56.703013310185185
